Unnamed: 0,Name,Profile,Followers,Country,Topic of Influence,JSON Downloaded,All posts downloaded,TotalPosts,Completed,Unnamed: 10,Unnamed: 11,Unnamed: 12,JSON STATUS OLD
242,hakki akdeniz,@hakkiakdenizz,30.8M,United States,"Parenting, Music, Entrepreneur",1,,,,,,,0.0
243,Rina Nose,@rinanose16,30.7M,Monaco,"Celebrity, Music, Actors",1,,,,,,,0.0
244,KARTIK AARYAN,@kartikaaryan,30.6M,,"Entertainment and Music, Acting and Drama, Actors, Lifestyle",1,,,,,,,0.0
245,Shilpa Shetty Kundra,@theshilpashetty,30.5M,India,"Beauty and Self Care, Fashion and Accessories, Fitness and Health, Business and Finance",1,,,,,,,0.0
246,50 Cent,@50cent,30.3M,United States,"Entertainment and Music, Entertainment, Singer, Music",1,,,,,,,0.0
247,Bruno Mars,@brunomars,30.2M,United States,,1,,,,,,,0.0
248,Emily Ratajkowski,@emrata,30.2M,United States,"Fashion and Accessories, Beauty and Self Care, Entertainment and Music, Creators & Celebrities",1,,,,,,,0.0
249,LUDMILLA,@ludmilla,30.2M,Brazil,"Entertainment and Music, Music, Singer, Songwriting",1,,,,,,,0.0
250,Jason Derulo,@jasonderulo,30.1M,United States,"Entertainment and Music, Singer",1,,,,,,,0.0
251,FAISAL SHAIKH,@mr_faisu_07,30M,India,"Entertainment and Music, Celebrity, Modeling",1,,,,,,,0.0
252,Syahnaz Sadiqah,@syahnazs,30M,Indonesia,"Art, Actors, Lifestyle",1,,,,,,,0.0
253,Reese Witherspoon,@reesewitherspoon,30M,United States,"Entertainment and Music, Actors, Artist",1,,,,,,,0.0
254,Isco Alarcon Suarez,@iscoalarcon,29.8M,Spain,Soccer,1,,,,,,,0.0
255,Chiara Ferragni ✨,@chiaraferragni,29.7M,Italy,"Fashion and Accessories, Business and Finance, Public Figure, Creators & Celebrities",1,,,,,,,0.0
256,Awez Darbar,@awez_darbar,29.6M,,"Entertainment and Music, Dance, Choreographer",1,,,,,,,0.0
257,Sayyed Arishfa Khan 💎,@arishfakhan138,29.5M,India,"Beauty and Self Care, Celebrity",1,,,,,,,0.0
258,Floyd Mayweather,@floydmayweather,29.5M,United States,"Sports, Boxing",1,,,,,,,0.0
259,Giovanna Ewbank,@gioewbank,29.4M,Brazil,"family, Entertainment and Music, Celebrity, Modeling",1,,,,,,,0.0
260,Scott Disick,@letthelordbewithyou,29.4M,United States,"Fashion and Accessories, Product Showcase, Entrepreneur",1,,,,,,,0.0
261,Rashmika Mandanna,@rashmika_mandanna,29.3M,India,Entertainment and Music,1,,,,,,,0.0
262,Rohit Sharma,@rohitsharma45,29.3M,India,"Sports, Modeling, Gym, Actors",1,,,,,,,0.0
263,Chelsea Olivia Wijaya,@chelseaoliviaa,28.9M,Indonesia,"Entertainment and Music, Romance and Wedding, Celebrity, Celebrities",1,,,,,,,0.0
264,TWICE,@twicetagram,28.8M,South Korea,"Art, Music, Band, Modeling",1,,,,,,,0.0
265,Johnny Depp,@johnnydepp,28.8M,United States,"Entertainment and Music, Celebrity",1,,,,,,,0.0
266,Lily Collins,@lilyjcollins,28.6M,United States,"Modeling, Fashion, Design",1,,,,,,,0.0
267,Zach King,@zachking,28.5M,United States,"Entertainment and Music, Arts and Crafts, Animation and Cosplay, Celebrity",1,,,,,,,0.0
268,Shireen Sungkar,@shireensungkar,28.4M,Indonesia,,1,,,,,,,0.0
269,Alok,@alok,28.4M,,"Entertainment and Music, Producers, Music",1,,,,,,,0.0
270,Samantha,@samantharuthprabhuoffl,28.4M,,"Fitness and Health, Celebrity, Modeling, Lifestyle",1,,,,,,,0.0
271,JoJo,@jojotodynho,28.4M,Brazil,"Entertainment and Music, Songwriting",1,,,,,,,0.0
272,Ankita,@dimpalankita,28.3M,,"Romance and Wedding, Funny",1,,,,,,,0.0
273,Davido,@davido,28.3M,Nigeria,Pets,1,,,,,,,0.0
274,shreyaghoshal,@shreyaghoshal,28.3M,,"Entertainment and Music, Singer, Music, Songwriting",1,,,,,,,0.0
275,Mohamed Ramadan,@mohamedramadanws,28.3M,Egypt,"Entertainment and Music, Actors",1,,,,,,,0.0
276,C A M I L O,@camilo,28.2M,,"Entertainment and Music, Actors, Celebrities, Design",1,,,,,,,0.0
277,Nidhhi Agerwal 🌟,@nidhhiagerwal,28M,,"Acting and Drama, Fitness and Health, Celebrity",1,,,,,,,0.0
278,Via Vallen,@viavallen,28M,Indonesia,"Entertainment and Music, Singer, Music",1,,,,,,,0.0
279,Sonakshi Sinha,@aslisona,28M,India,"Beauty and Self Care, Fashion and Accessories, Modeling",1,,,,,,,0.0
280,,@emilia_clarke,28M,,"Art, Actors",1,,,,,,,0.0
281,Simaria,@simaria,27.9M,,"Entertainment and Music, Singer, Music",1,,,,,,,0.0
282,Ronaldo,@ronaldo,27.9M,,"Sports, Soccer, Entrepreneur",1,,,,,,,0.0
283,Stray Kids,@realstraykids,27.8M,South Korea,"Entertainment and Music, Band, Music, Music of Asia",1,,,,,,,0.0
284,Lestikejora,@lestikejora,27.7M,,Beauty and Self Care,1,,,,,,,0.0
285,Arsenal,@arsenal,27.7M,United Kingdom,"Sports, Soccer, Sports Team, Creators & Celebrities",1,,,,,,,0.0
286,Tamer Hosny,@tamerhosny,27.7M,Egypt,"Entertainment and Music, Celebrity, Singer, Music",1,,,,,,,0.0
287,isis valverde,@isisvalverde,27.6M,Brazil,"Art, Celebrity, Lifestyle, Actors",1,,,,,,,0.0
288,Eden Hazard,@hazardeden_10,27.6M,Belgium,"Sports, Soccer",1,,,,,,,0.0
289,Salma Hayek Pinault,@salmahayek,27.5M,United States,"Actors, Actor, Creators & Celebrities",1,,,,,,,0.0
290,mon,@imouniroy,27.5M,,"Food, Travel, Celebrity, Food and Drink",1,,,,,,,0.0
291,Hardik Himanshu Pandya,@hardikpandya93,27.5M,India,"Sports, Modeling, Athlete",1,,,,,,,0.0
292,Verrell Bramasta,@bramastavrl,27.4M,Indonesia,"Fashion and Accessories, Celebrity, Lifestyle, Actors",1,,,,,,,0.0
293,Mia K.,@miakhalifa,27.4M,United Kingdom,"Entertainment and Music, Celebrity, Actors",1,,,,,,,0.0
294,Mesut Özil,@m10_official,27.4M,Germany,"Sports, Soccer, Training",1,,,,,,,0.0
295,Ester 🌙,@ester_exposito,27.3M,,Celebrity,1,,,,,,,0.0
296,ГУСЕЙН ГАСАНОВ,@gusein.gasanov,27.3M,Russia,"Music, Video Blogger",1,,,,,,,0.0
297,Riyaz Aly,@riyaz.14,27.3M,India,"Entertainment and Music, Music",1,,,,,,,0.0
298,Otabek Umarov,@otabek_muhammadalievich,27.3M,Uzbekistan,Politics,1,,,,,,,0.0
299,KEVINHO,@kevinho,27.3M,Brazil,"Entertainment and Music, Music, Singer",1,,,,,,,0.0
300,Alicia Keys,@aliciakeys,27.2M,United States,"Entertainment and Music, Beauty and Self Care, Celebrity, Modeling",1,,,,,,,0.0
301,Logan Paul,@loganpaul,27.1M,United States,"Entertainment and Music, Product Showcase, Video Blogger",1,,,,,,,0.0
302,Mark Wahlberg,@markwahlberg,27M,United States,"Entertainment and Music, Food, Fitness and Health, Celebrity",1,,,,,,,0.0
303,𝐑𝐨𝐡𝐢𝐭 𝐙𝐢𝐧𝐣𝐮𝐫𝐤𝐞 🇮🇳,@rohittt_09_,26.8M,India,"Fashion and Accessories, Entertainment and Music, Digital Creator",1,,,,,,,0.0
304,Liam Payne,@liampayne,26.8M,United Kingdom,"Sports, Singer",1,,,,,,,0.0
305,Hilary Duff,@hilaryduff,26.8M,United States,"Entertainment and Music, Modeling, Singer, Actors",1,,,,,,,0.0
306,Lili Reinhart,@lilireinhart,26.7M,United States,"Acting and Drama, Fitness and Health, Celebrity, Actors",1,,,,,,,0.0
307,BAD MI ⚡️ MC MIRELLA,@mirella,26.6M,Brazil,"Entertainment and Music, Marketing and Advertising",1,,,,,,,0.0
308,Sadie Sink,@sadiesink_,26.5M,United States,"Entertainment and Music, Lifestyle, Modeling",1,,,,,,,0.0
309,Deborah Secco,@dedesecco,26.5M,Brazil,"Celebrity, Actors, Celebrities, Design",1,,,,,,,0.0
310,Ángel Di María,@angeldimariajm,26.5M,Argentina,"Sports, Marketing and Advertising, Soccer, Lifestyle",1,,,,,,,0.0
311,이종석,@jongsuk0206,26.4M,,"Celebrity, Actors",1,,,,,,,0.0
312,Hannah Stocking,@hannahstocking,26.3M,United States,"Entertainment and Music, Funny, Parenting, Modeling",1,,,,,,,0.0
313,Zé,@zefelipecantor,26.3M,,"Entertainment and Music, Songwriting",1,,,,,,,0.0
314,Henry Cavill,@henrycavill,26.3M,United Kingdom,Art,1,,,,,,,0.0
315,Suresh Raina,@sureshraina3,26.2M,India,"Sports, Cricket, Modeling",1,,,,,,,0.0
316,Divyanka Tripathi Dahiya,@divyankatripathidahiya,26.2M,India,"Acting and Drama, Travel, Celebrity, Actors",1,,,,,,,0.0
317,Fábio de Melo,@pefabiodemelo,26.1M,Brazil,"Entertainment and Music, Lifestyle",1,,,,,,,0.0
318,Jimmy Fallon,@jimmyfallon,26.1M,United States,"Entertainment and Music, TV Shows, Music, Humor",1,,,,,,,0.0
319,camila mendes,@camimendes,26M,,"Beauty and Self Care, Actors, Actor",1,,,,,,,0.0
320,Nia Ramadhani Bakrie,@ramadhaniabakrie,26M,Indonesia,"Fashion and Accessories, Business and Finance, Actors",1,,,,,,,0.0
321,Rodrigo Faro,@rodrigofaro,25.8M,Brazil,"Entertainment and Music, Celebrity, Singer, Actors",1,,,,,,,0.0
322,Coldplay,@coldplay,25.8M,Brazil,"Music, Singer, Rock",1,,,,,,,0.0
323,Nina Dobrev,@nina,25.8M,United States,"Actors, Artist",1,,,,,,,0.0
324,Paris Hilton,@parishilton,25.8M,United States,"Entertainment and Music, Fashion and Accessories, Creators & Celebrities",1,,,,,,,0.0
325,Sidharth Malhotra,@sidmalhotra,25.8M,India,"Entertainment and Music, Actors, Modeling, Actor",1,,,,,,,0.0
326,King Bach,@kingbach,25.7M,United States,"Entertainment and Music, Music, Producers, Modeling",1,,,,,,,0.0
327,Nicole Bahls,@nicolebahls,25.6M,Brazil,"Fashion and Accessories, Modeling, Celebrities, Humor",1,,,,,,,0.0
328,Fabrizio Romano,@fabriziorom,25.6M,,"Sports, Personal Finance",1,,,,,,,0.0
329,Jake Paul,@jakepaul,25.5M,United States,"Entertainment and Music, Sports, Parenting, Animals & Pets",1,,,,,,,0.0
330,Angel Rai :),@angelrai07,25.5M,India,Entertainment and Music,1,,,,,,,0.0
331,Claudia Leitte,@claudialeitte,25.5M,Brazil,"Entertainment and Music, Music, Singer",1,,,,,,,0.0
332,Future PLUTO Hendrix,@future,25.2M,United States,"Singer, Rap",1,,,,,,,0.0
333,BELLA,@bellathorne,25.2M,,"Music, Producers, Singer, Entrepreneur",1,,,,,,,0.0
334,Madelaine Petsch,@madelame,25.1M,United States,"Celebrity, Actors",1,,,,,,,0.0
335,Sommer Ray,@sommerray,25.1M,United States,"Fitness and Health, Beauty and Self Care, Business and Finance, Modeling",1,,,,,,,0.0
336,,@postmalone,25M,,"Funny, Singer",1,,,,,,,0.0
337,Philippe Coutinho,@phil.coutinho,24.9M,Brazil,Soccer,1,,,,,,,0.0
338,박서준,@bn_sj2013,24.9M,,"Modeling, Actors",1,,,,,,,0.0
339,Noah Schnapp,@noahschnapp,24.9M,United States,"Actors, Film, Actor",1,,,,,,,0.0
340,Burak Özçivit,@burakozcivit,24.8M,Turkey,"Acting and Drama, Actors",1,,,,,,,0.0
341,Jessica Mila Agnesia,@jscmila,24.8M,Indonesia,"Beauty and Self Care, Entertainment and Music, Celebrity, Modeling",1,,,,,,,0.0
342,Amber Rose,@amberrose,24.7M,United States,"Beauty and Self Care, Entertainment and Music, Parenting, Actors",1,,,,,,,0.0
343,Gading Marten,@gadiiing,24.6M,Indonesia,"Acting and Drama, Entertainment and Music, Celebrity, News",1,,,,,,,0.0
344,Victoria Justice,@victoriajustice,24.6M,United States,"Entertainment and Music, Celebrity, Actors, Modeling",1,,,,,,,0.0
345,Ananya 💛💫,@ananyapanday,24.5M,,"Funny, Actors, Modeling, Singer",1,,,,,,,0.0
346,Doja Cat,@dojacat,24.5M,United States,"Entertainment and Music, Music, Modeling, Entertainment",1,,,,,,,0.0
347,loren gray,@loren,24.4M,United States,"Entertainment and Music, Fashion and Accessories, Music, Video Blogger",1,,,,,,,0.0
348,alexandra daddario,@alexandradaddario,24.4M,United States,"Acting and Drama, Celebrity, Modeling, Actors",1,,,,,,,0.0
349,Lucy Hale,@lucyhale,24.4M,United States,"Celebrity, Pets, Actors",1,,,,,,,0.0
350,Pooja Hegde,@hegdepooja,24.4M,India,"Acting and Drama, Modeling, Public Figure",1,,,,,,,0.0
351,Ashley Benson,@ashleybenson,24.3M,,"Fashion and Accessories, Actors",1,,,,,,,0.0
352,Taylor Hill,@taylor_hill,24.3M,United States,"Modeling, Fashion, Art, Fashion Model",1,,,,,,,0.0
353,EXO_CY,@real__pcy,24.2M,,Singer,1,,,,,,,0.0
354,JD PANTOJA 🇲🇽,@juandediospantoja,24M,Mexico,"Actors, Music, Singer",1,,,,,,,0.0
355,Sandra Dewi,@sandradewi88,24M,Indonesia,"family, Celebrity, Modeling, Cars & Motorcycles",1,,,,,,,0.0
356,EarthPix 🌎 Travel,@earthpix,24M,,"Travel, Food and Drink, Nature, Video Creator",1,,,,,,,0.0
357,Kevin De Bruyne,@kevindebruyne,24M,Belgium,"Sports, Soccer",1,,,,,,,0.0
358,AB de Villiers,@abdevilliers17,23.7M,South Africa,"Sports, Cricket",1,,,,,,,0.0
359,Los Angeles Lakers,@lakers,23.7M,United States,"Sports, Video Gaming, Basketball, Sports Team",1,,,,,,,0.0
360,Finn Wolfhard,@finnwolfhardofficial,23.7M,Canada,"Entertainment and Music, Music, Singer, Actors",1,,,,,,,0.0
361,Shruti Haasan,@shrutzhaasan,23.6M,India,"Entertainment and Music, Food, Actors, Singer",1,,,,,,,0.0
362,LA ROSALÍA,@rosalia.vt,23.5M,United States,"Music, Actors",1,,,,,,,0.0
363,Najwa Shihab,@najwashihab,23.5M,,"Education, Entertainment and Music, Journalists, Digital Creator",1,,,,,,,0.0
364,SEHUN,@oohsehun,23.5M,,"Entertainment and Music, Singer, Artist",1,,,,,,,0.0
365,Olga Buzova,@buzova86,23.5M,Russia,"Entertainment and Music, Music, Celebrity, TV Host",1,,,,,,,0.0
366,iansomerhalder,@iansomerhalder,23.5M,,"Celebrity, Actors",1,,,,,,,0.0
367,President Donald J. Trump,@realdonaldtrump,23.4M,United States,Politics,1,,,,,,,0.0
368,One Direction,@onedirection,23.4M,United Kingdom,"Entertainment and Music, Music, Band, Rock",1,,,,,,,0.0
369,Rakul Singh,@rakulpreet,23.4M,,"Modeling, Actors, Film, Actor",1,,,,,,,0.0
370,Bunga Citra Lestari,@bclsinclair,23.3M,Indonesia,"Education, Upskilling, Music, Modeling",1,,,,,,,0.0
371,El Ozo,@ozuna,23.3M,,"Art, Director, Music, Film",1,,,,,,,0.0
372,irina shayk,@irinashayk,23.2M,Russia,"Fashion and Accessories, Modeling, Public Figure",1,,,,,,,0.0
373,Gabriel Jesus,@dejesusoficial,23.2M,Brazil,"Entertainment and Music, Life and Society, Soccer",1,,,,,,,0.0
374,Raphael Varane,@raphaelvarane,23.2M,United Kingdom,"Sports, Soccer",1,,,,,,,0.0
375,domelipa,@domelipa,23.1M,Mexico,Entertainment and Music,1,,,,,,,0.0
376,Russell Westbrook,@russwest44,23M,United States,"Modeling, Fashion",1,,,,,,,0.0
377,Brent Rivera,@brentrivera,22.9M,,"Fashion and Accessories, Celebrity, Entertainment and Music, Funny",1,,,,,,,0.0
378,MEL MAIA 🍯,@melissamelmaia,22.8M,Brazil,"Entertainment and Music, Music",1,,,,,,,0.0
379,Amanda 𝕮𝖊𝖗𝖓𝖞,@amandacerny,22.8M,Brazil,"Entertainment and Music, Celebrity, Actors, Modeling",1,,,,,,,0.0
380,Ruby Rose,@rubyrose,22.8M,Australia,"Celebrity, Modeling",1,,,,,,,0.0
381,Gerard Piqué,@3gerardpique,22.8M,Spain,"Entertainment and Music, Soccer",1,,,,,,,0.0
382,Richarlison,@richarlison,22.7M,Brazil,"Sports, Soccer",1,,,,,,,0.0
383,Bunda Maia Mussry The Queen,@maiaestiantyreal,22.7M,Indonesia,"Celebrity, Producers",1,,,,,,,0.0
384,Susane Damouni,@susana.dxoxo,22.7M,United States,"Beauty and Self Care, Fashion and Accessories, Life and Society, Bikini",1,,,,,,,0.0
385,QuavoHuncho,@quavohuncho,22.7M,,"Entertainment and Music, Music, Entertainment, Singer",1,,,,,,,0.0
386,Irish Bella,@_irishbella_,22.6M,Indonesia,"Beauty and Self Care, family, Celebrity, Actors",1,,,,,,,0.0
387,Gianluca Vacchi,@gianlucavacchi,22.5M,Italy,"Entertainment and Music, Parenting, Entrepreneur",1,,,,,,,0.0
388,Tessa Brooks,@tessabrooks,22.5M,,"Parenting, Dance, Music, Singer",1,,,,,,,0.0
389,💢LA167x💢,@farruko,22.5M,United States,"Entertainment and Music, Automotive, Actors, DJ",1,,,,,,,0.0
390,Mike Tyson,@miketyson,22.4M,United States,"Sports, Fan Pages, Public Figure, Creators & Celebrities",1,,,,,,,0.0
391,권지용(權志龍),@xxxibgdrgn,22.4M,South Korea,"Entertainment and Music, Adventure, Entertainment",1,,,,,,,0.0
392,Bruno Gagliasso,@brunogagliasso,22.4M,Brazil,"Celebrity, Actors, Celebrities, Humor",1,,,,,,,0.0
393,Kajal A Kitchlu,@kajalaggarwalofficial,22.4M,,"Acting and Drama, Modeling, Actors, Artist",1,,,,,,,0.0
394,Felicya Angelista,@felicyangelista_,22.4M,,Art,1,,,,,,,0.0
395,Alfinetadas Dos Famosos 📌,@alfinetei,22.3M,,"Entertainment and Music, Fashion and Accessories, Health & Fitness",1,,,,,,,0.0
396,CARMEN VILLALOBOS,@cvillaloboss,22.3M,Colombia,"Acting and Drama, Entertainment and Music, Celebrity, Actors",1,,,,,,,0.0
397,Casemiro,@casemiro,22.3M,,"Business and Finance, Games, Soccer",1,,,,,,,0.0
398,Siew Pui Yi 🤍,@ms_puiyi,22.2M,Japan,"Art, Entertainment and Music, Celebrity, Modeling",1,,,,,,,0.0
399,dixie,@dixiedamelio,22.2M,,,1,,,,,,,0.0
400,Greeicy,@greeicy,22.2M,,"Entertainment and Music, Actors, TV Shows, Artist",1,,,,,,,0.0
401,Raditya Dika,@raditya_dika,22.2M,Indonesia,"Entertainment and Music, Funny, Celebrity",1,,,,,,,0.0
402,Meek Mill,@meekmill,22.2M,United States,,1,,,,,,,0.0
403,Simone e Simaria,@simoneesimaria,22.1M,Brazil,"Entertainment and Music, Band, Celebrities, Animals & Pets",1,,,,,,,0.0
404,IRFAN HAKIM,@irfanhakim75,22.1M,,"Education, DIY and Life Hacks",1,,,,,,,0.0
405,Tamannaah Bhatia,@tamannaahspeaks,22.1M,India,"Entertainment and Music, Celebrity, Singer, Actors",1,,,,,,,0.0
406,Álvaro Morata,@alvaromorata,22.1M,Spain,"Sports, family, Journalists, Soccer",1,,,,,,,0.0
407,Sincero Oficial,@sincerooficial,22.1M,,"Funny, Humor, Comedy, Hair & Beauty",1,,,,,,,0.0
408,LUCAS RANGEL,@lucasranngel,22.1M,Brazil,"Beauty and Self Care, Business and Finance, Music, Lifestyle",1,,,,,,,0.0
409,JADE,@jadepicon,22M,,"Fashion and Accessories, Modeling, Celebrities, Humor",1,,,,,,,0.0
410,نادي النصر السعودي,@alnassr,22M,Saudi Arabia,,1,,,,,,,0.0
411,BaekHyun.,@baekhyunee_exo,22M,,"Art, Music, Singer",1,,,,,,,0.0
412,Alyssa Soebandono,@ichasoebandono,22M,,Actors,1,,,,,,,0.0
413,Janhvi Kapoor,@janhvikapoor,21.9M,India,"Celebrity, Celebrities",1,,,,,,,0.0
414,Rafa Kalimann,@rafakalimann,21.9M,Brazil,"Life and Society, Modeling",1,,,,,,,0.0
415,Júlio Cocielo Estaniecki,@cocielo,21.8M,Brazil,"Entertainment and Music, Celebrity, Actors, Comedy",1,,,,,,,0.0
416,Joelle Mardinian,@joellemardinian,21.8M,Jordan,"Beauty and Self Care, Celebrity",1,,,,,,,0.0
417,Amr Diab,@amrdiab,21.8M,Egypt,"Entertainment and Music, Music, Singer, Songwriting",1,,,,,,,0.0
418,Fernanda Souza,@fernandasouzaoficial,21.8M,Brazil,"Art, Singer, Actors, Music",1,,,,,,,0.0
419,A S H L E Y G R A H A M,@ashleygraham,21.8M,United States,"Fashion and Accessories, family, Modeling, Celebrities",1,,,,,,,0.0
420,Zaskia Adya Mecca,@zaskiadyamecca,21.7M,Monaco,"Fashion and Accessories, Actors",1,,,,,,,0.0
421,Úrsula Corberó 🧸,@ursulolita,21.7M,Spain,"Entertainment and Music, Celebrity, Modeling, Actors",1,,,,,,,0.0
422,Kobe Bryant,@kobebryant,21.7M,United States,"Entertainment and Music, Writers, Basketball, Producers",1,,,,,,,0.0
423,PewDiePie,@pewdiepie,21.7M,,"Entertainment and Music, Fashion and Accessories, Video Blogger",1,,,,,,,0.0
424,OFFSET,@offsetyrn,21.7M,,"Entertainment and Music, Songwriting, Music, Producers",1,,,,,,,0.0
425,Gabrielle Union-Wade,@gabunion,21.7M,United States,"Entertainment and Music, Fashion and Accessories, Actors, Author",1,,,,,,,0.0
426,Mari Maria,@marimaria,21.6M,Brazil,"Beauty and Self Care, Styling, Artist",1,,,,,,,0.0
427,Gisele Bündchen,@gisele,21.5M,Brazil,"Fashion, Modeling",1,,,,,,,0.0
428,CHOQUEI,@choquei,21.5M,,"News, Events",1,,,,,,,0.0
429,Romeo Santos,@romeosantos,21.5M,United States,"Entertainment and Music, Music, Singer, Composers",1,,,,,,,0.0
430,James Charles,@jamescharles,21.4M,United States,"Beauty and Self Care, Artist",1,,,,,,,0.0
431,Everson Silva,@tirullipa,21.4M,Brazil,Humor,1,,,,,,,0.0
432,taraji p henson,@tarajiphenson,21.4M,United States,"Celebrity, Business and Finance, Actors, Singer",1,,,,,,,0.0
433,Camila Queiroz,@camilaqueiroz,21.4M,Brazil,"Art, Actors",1,,,,,,,0.0
434,Yasmine Sabri,@yasmine_sabri,21.4M,Egypt,"Acting and Drama, Actors, Lifestyle",1,,,,,,,0.0
435,ANLLELA SAGRA,@anllela_sagra,21.4M,Colombia,"Fitness and Health, Health & Fitness, Food & Drink",1,,,,,,,0.0
436,Wonderful Places,@wonderful_places,21.3M,,"Travel, Photography, Video Gaming, Home and Garden",1,,,,,,,0.0
437,Rafael Vitti,@rafaavitti,21.3M,Brazil,"Funny, Actors, Celebrities, Animals & Pets",1,,,,,,,0.0
438,Chris Bumstead,@cbum,21.2M,Canada,"Fitness and Health, Training, Coaching",1,,,,,,,0.0
439,Evaluna Montaner de Echeverry,@evaluna,21.2M,Venezuela,"Actors, Virtualization, Journalists, Artist",1,,,,,,,0.0
440,disruptiv & faithfull,@cleo,21.1M,,"Product Showcase, Marketing and Advertising, Celebrities, Film, Music & Books",1,,,,,,,0.0
441,Luiz Bacci,@luizbacci,21.1M,Brazil,"Entertainment and Music, Journalists, Public Figure",1,,,,,,,0.0
442,Marcos Mion,@marcosmion,21.1M,Brazil,"Entertainment and Music, Business and Finance, Celebrity",1,,,,,,,0.0
443,Ivan Martinez Perez,@ivanmartinez,21.1M,United States,"Entertainment and Music, Actors, Modeling",1,,,,,,,0.0
444,MAKE OUT HILL,@xxxtentacion,21.1M,,"Entertainment and Music, Music, Singer, Musician Band",1,,,,,,,0.0
445,Sonu Sood,@sonu_sood,21M,India,Actors,1,,,,,,,0.0
446,lena mantler,@lena,21M,Germany,Entertainment and Music,1,,,,,,,0.0
447,Ridwan Kamil,@ridwankamil,21M,Indonesia,"Politics, Architecture",1,,,,,,,0.0
448,Ксения Бородина,@borodylia,21M,Russia,"Celebrity, TV Host",1,,,,,,,0.0
449,Peyton List,@peytonlist,21M,United States,"Beauty and Self Care, Actors",1,,,,,,,0.0
450,Arturo Vidal,@kingarturo23oficial,20.9M,Chile,"Sports, Soccer, Actors, Journalists",1,,,,,,,0.0
451,BZRP,@bizarrap,20.9M,,"Entertainment and Music, DJ, Producers, Music",1,,,,,,,0.0
452,Thalia,@thalia,20.9M,,"Entertainment and Music, Music, Singer",1,,,,,,,0.0
453,Liza Koshy,@lizakoshy,20.8M,United States,"Entertainment and Music, Funny",1,,,,,,,0.0
454,O GIGANTE,@leosantana,20.8M,,"Entertainment and Music, Singer",1,,,,,,,0.0
455,GKAY,@gessicakayane,20.8M,Brazil,"Fashion and Accessories, Humor, Celebrities, Animals & Pets",1,,,,,,,0.0
456,Oki Setiana Dewi,@okisetianadewi,20.7M,Indonesia,"Beauty and Self Care, Celebrity, Actors",1,,,,,,,0.0
457,Emma Roberts,@emmaroberts,20.7M,United States,"Art, Lifestyle, Modeling, Artist",1,,,,,,,0.0
458,Oprah,@oprah,20.7M,,"Entertainment and Music, Actors, Producers, TV Shows",1,,,,,,,0.0
459,Mark Ruffalo,@markruffalo,20.6M,United States,"Entertainment and Music, Nature, Celebrity, Actors",1,,,,,,,0.0
460,,@caiocastro,20.5M,Brazil,"Auto and Vehicles, Sports, Surfing, Actors",1,,,,,,,0.0
461,Taapsee Pannu,@taapsee,20.5M,India,"Acting and Drama, Modeling, Actors, Artist",1,,,,,,,0.0
